x_map,y_map,v_target,kappa,s
-2.3036,2.4253,4.3689,0.130628,24.3779
-2.3211,2.5238,4.2986,0.141633,24.4779
-2.3371,2.6216,4.2290,0.153331,24.5770
-2.3514,2.7188,4.1599,0.166036,24.6752
-2.3645,2.8192,4.0920,0.180939,24.7766
-2.3758,2.9197,4.0252,0.197425,24.8777
-2.3850,3.0193,3.9597,0.214925,24.9777
-2.3920,3.1181,3.8956,0.233431,25.0767
-2.3966,3.2159,3.8329,0.252586,25.1746
-2.3989,3.3177,3.7710,0.269714,25.2764
-2.3983,3.4188,3.7100,0.287671,25.3776
-2.3949,3.5186,3.6501,0.307506,25.4774
-2.3886,3.6169,3.5915,0.329490,25.5760
-2.3790,3.7151,3.5341,0.351384,25.6746
-2.3655,3.8166,3.4774,0.370549,25.7770
-2.3485,3.9158,3.4214,0.391808,25.8776
-2.3280,4.0127,3.3666,0.415700,25.9767
-2.3039,4.1069,3.3132,0.444100,26.0740
-2.2745,4.2039,3.2634,0.481549,26.1753
-2.2407,4.2987,3.2171,0.520596,26.2759
-2.2026,4.3903,3.1736,0.555764,26.3752
-2.1598,4.4789,3.1319,0.588486,26.4735
-2.1112,4.5663,3.0965,0.643053,26.5735
-2.0569,4.6505,3.0700,0.713761,26.6737
-1.9971,4.7302,3.0535,0.787816,26.7734
-1.9315,4.8048,3.0476,0.849627,26.8727
-1.8583,4.8747,3.0418,0.834630,26.9739
-1.7796,4.9383,3.0408,0.809923,27.0751
-1.6972,4.9944,3.0438,0.817132,27.1748
-1.6125,5.0426,3.0455,0.841988,27.2723
-1.5154,5.0872,3.0402,0.811704,27.3791
-1.4194,5.1218,3.0431,0.788139,27.4812
-1.3277,5.1471,3.0493,0.810871,27.5763
-1.2284,5.1661,3.0516,0.792050,27.6774
-1.1284,5.1770,3.0525,0.529217,27.7780
-1.0351,5.1824,3.0942,0.000000,27.8714
