x_map,y_map,v_target,kappa,s
-1.4916,5.4351,4.1268,0.587190,26.3454
-1.4242,5.4637,4.0614,0.606233,26.4186
-1.3556,5.4892,3.9894,0.627148,26.4917
-1.2860,5.5115,3.9135,0.652935,26.5649
-1.2153,5.5305,3.8472,0.675639,26.6381
-1.1438,5.5460,3.7937,0.694806,26.7113
-1.0716,5.5578,3.7249,0.720736,26.7845
-0.9989,5.5658,3.6762,0.739936,26.8577
-0.9258,5.5698,3.6494,0.750858,26.9308
-0.8527,5.5699,3.5990,0.772045,27.0040
-0.7796,5.5658,3.5564,0.790634,27.0772
-0.7070,5.5574,3.5324,0.801419,27.1504
-0.6349,5.5449,3.5268,0.803978,27.2236
-0.5637,5.5281,3.5259,0.804396,27.2967
-0.4936,5.5072,3.5386,0.798623,27.3699
-0.4248,5.4822,3.5504,0.793313,27.4431
-0.3576,5.4532,3.5781,0.781074,27.5163
-0.2922,5.4205,3.5850,0.778079,27.5895
-0.2288,5.3841,3.6346,0.756981,27.6627
-0.1674,5.3442,3.6682,0.743185,27.7358
-0.1083,5.3011,3.6989,0.730883,27.8090
-0.0516,5.2549,3.7464,0.712463,27.8822
0.0026,5.2057,3.7922,0.695389,27.9554
0.0543,5.1539,3.8512,0.674220,28.0286
0.1033,5.0996,3.9265,0.643986,28.1017
0.1497,5.0430,4.0004,0.621724,28.1749
0.1936,4.9844,4.0729,0.591468,28.2481
0.2348,4.9239,4.1441,0.571165,28.3213
0.2734,4.8618,4.2142,0.547967,28.3945
0.3096,4.7982,4.2831,0.537833,28.4676
0.3432,4.7332,4.3509,0.514088,28.5408
0.3743,4.6670,4.4176,0.498555,28.6140
0.4030,4.5996,4.3965,0.517358,28.6872
0.4292,4.5313,4.4626,0.464029,28.7604
0.4530,4.4621,4.5277,0.433566,28.8336
0.4746,4.3922,4.5919,0.408931,28.9067
0.4941,4.3216,4.6552,0.383752,28.9799
0.5116,4.2506,4.7177,0.358022,29.0531
0.5272,4.1791,4.7793,0.341830,29.1263
0.5411,4.1072,4.8402,0.317650,29.1995
